NN: [0.46648774, 1.3596249, 0.17439424, 0.23916876, 0.19479914, -0.18164879, 0.088179685]
ILQG: [0.24121928238906554, 1.6029251183670592, 0.12415518733082909, 0.21186489118016194, 0.40569639692814619, -0.23896637583431257, 0.0064728747082031801]
NN: [0.53021204, 1.2681012, 0.29927105, 0.30963361, 0.12398643, -0.37697244, 0.10443481]
ILQG: [-0.001204198952176494, 1.5182333617240991, 0.30346855329928468, 0.33610623370865511, 0.22660122591948317, -0.21576126394301465, 0.1559543379707039]
NN: [0.50235897, 1.3065524, 0.24156879, 0.27315685, 0.16133343, -0.28345662, 0.096240148]
ILQG: [0.25408423922599255, 1.4888735764958612, 0.13512346839241718, 0.32892871692454806, 0.069003405010320318, -0.27802154054138484, 0.0097479304852583493]
NN: [0.48130167, 1.3338144, 0.202131, 0.25239557, 0.18978114, -0.20968883, 0.082311146]
ILQG: [-0.11923734802827113, 1.7962711348589764, 0.32427604375937413, 0.63969584928698175, 0.39159443044348441, -0.26410313008049835, -0.084283532636364455]
NN: [0.4937951, 1.3135356, 0.22961822, 0.2702893, 0.17902523, -0.24300149, 0.078319363]
ILQG: [0.43441594534312022, 1.3279020544159668, 0.58058311914523819, 0.30421929980196494, 0.44657301525864312, -0.31265338423409395, 0.14652303663413169]
NN: [0.49285161, 1.3192769, 0.21548139, 0.25064212, 0.17879055, -0.24493337, 0.097543307]
ILQG: [0.14559004862998703, 1.299772992422993, 0.14498576298379717, 0.53636478593351589, 0.33255174178303371, -0.090487589881968589, -0.169325264742334]
NN: [0.48663822, 1.3275063, 0.20673968, 0.24920276, 0.18458584, -0.22646753, 0.09175308]
ILQG: [0.28763058249257689, 1.7739821759311538, 0.70222873599201641, 0.48342354530246467, 0.33467837127981614, -0.11379205701343698, -0.44968973680155477]
NN: [0.47723073, 1.339303, 0.19361283, 0.24708404, 0.19462413, -0.19638972, 0.081445672]
ILQG: [0.4486381269419859, 1.264908146979415, 0.65019773732765296, 0.61302609544854381, 0.34751223539766318, -0.070527246915968345, -0.15751670516796015]
NN: [0.49714842, 1.3125451, 0.22240676, 0.252848, 0.17621702, -0.2551226, 0.098681234]
ILQG: [0.53464884583949246, 0.95796204126942808, 0.48021687502677357, -0.048743658354425734, 0.25011163399404968, -0.49369729731174772, -0.14582716621640013]
NN: [0.51074451, 1.293695, 0.24240777, 0.25758857, 0.16432939, -0.29282814, 0.10829463]
ILQG: [0.48322820456526305, 1.2412423096077507, 0.77451081251550069, 0.51220013191039981, 0.27990677994179292, -0.31961608689896992, -0.11492192764867437]
NN: [0.48843032, 1.3227601, 0.21079683, 0.25163823, 0.18648779, -0.22550815, 0.087248065]
ILQG: [0.59649708697362525, 0.89906457219306635, 0.53379311409015173, 0.059976711507351066, 0.33432925571357508, -0.43988604815020982, 0.037828527722388594]
NN: [0.5012064, 1.3031906, 0.23283766, 0.26054466, 0.17768684, -0.25748241, 0.089802966]
ILQG: [0.44986283024196583, 1.0616127280413874, 0.54297572325857879, 0.23400523198657397, 0.41413836017507633, -0.5280894911541445, 0.10512530086630312]
NN: [0.50591338, 1.298326, 0.23664324, 0.25746369, 0.17178777, -0.27443257, 0.099880055]
ILQG: [0.57268817464894184, 0.94639254760721947, 0.51969646566935646, 0.33009647533035391, 0.3132922781361418, -0.34364059121295376, -0.1134416213857824]
NN: [0.49660057, 1.3100336, 0.22375935, 0.25552124, 0.18158223, -0.24494724, 0.089728974]
ILQG: [0.47871311222629448, 1.0414936295687423, 0.55868325953870457, 0.29295683941965045, 0.34161057769548897, -0.48535544699590499, 0.034327531034231917]
NN: [0.48731911, 1.3219869, 0.21068269, 0.25328577, 0.19092198, -0.21623355, 0.080359928]
ILQG: [0.63334658074096817, 0.87480880442787146, 0.45012546788220142, 0.21007654361398775, 0.317722260824707, -0.2930975061529586, -0.044229425373837963]
NN: [0.48806828, 1.3207451, 0.21192199, 0.2537092, 0.19057779, -0.21782827, 0.080396511]
ILQG: [0.50366895468095474, 0.80862263652459143, 0.42252866861315264, 0.44067229657055951, 0.31731104260586473, -0.23518018248959049, -0.32731557031138769]
NN: [0.49113989, 1.3163791, 0.21652149, 0.25480834, 0.18809322, -0.22626093, 0.0824323]
ILQG: [0.4315145356298784, 1.122620058397886, 0.56754799938520217, 0.32046235429319581, 0.42216577498529873, -0.45167212883554786, 0.10686252270458219]
NN: [0.48813337, 1.3200685, 0.21243355, 0.25427905, 0.19129749, -0.21659052, 0.078966357]
ILQG: [0.61445129342114235, 1.0261136673815734, 0.60486592140678075, 0.37113917883528247, 0.34474901021477633, -0.26408690458226869, -0.012453315994507691]
